academic_year,branch_code,branch_name,data_type,pdf_count,pdf_description,pdf_filename,pdf_index,pdf_url,program,scraped_at,semester,subject_branch_code,subject_category,subject_category_:basic_science_courses,subject_category_:engineering_science_courses,"subject_category_:humanities_and_social_science,_including_management_courses",subject_category_:mandatory_non-credit_courses_–_audit_course,subject_category_:mopec-01(mooc),subject_category_:mopec-02(mooc),subject_category_:mopec-02_(mooc),subject_category_:pec-01(mooc),subject_category_:pec-02(mooc),subject_category_:pec-03(mooc),subject_category_:pec-04(mooc),subject_category_:professional_core_courses,subject_content,subject_content_type,subject_eff_from,"subject_elective_subject:
____________________________________________________no","subject_elective_subject:
____________________________________________________yes",subject_exp,subject_index,subject_l,subject_original_branch_code,subject_original_category,subject_original_category_:basic_science_courses,subject_original_category_:engineering_science_courses,"subject_original_category_:humanities_and_social_science,_including_management_courses",subject_original_category_:mandatory_non-credit_courses_–_audit_course,subject_original_category_:mopec-01(mooc),subject_original_category_:mopec-02(mooc),subject_original_category_:mopec-02_(mooc),subject_original_category_:pec-01(mooc),subject_original_category_:pec-02(mooc),subject_original_category_:pec-03(mooc),subject_original_category_:pec-04(mooc),subject_original_category_:professional_core_courses,subject_original_eff_from,"subject_original_elective_subject:
____________________________________________________no","subject_original_elective_subject:
____________________________________________________yes",subject_original_exp_,subject_original_l_,subject_original_p_,subject_original_sem__year,subject_original_subcode,subject_original_subjectname,subject_original_t_,subject_p,subject_row_index,subject_sem__year,subject_subcode,subject_subjectname,subject_t,subject_table_index,subject_total_lines,total_subjects
2024-25,16,Information Technology,pdf_link,18,DI02000131,DI02000131.pdf,5,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02000131.pdf,Diploma,2025-07-17 11:38:33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2024-25,16,Information Technology,pdf_link,18,DI02000141,DI02000141.pdf,6,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02000141.pdf,Diploma,2025-07-17 11:38:33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2024-25,16,Information Technology,pdf_link,18,DI02000151,DI02000151.pdf,7,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02000151.pdf,Diploma,2025-07-17 11:38:33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2024-25,16,Information Technology,pdf_link,18,DI02016011,DI02016011.pdf,8,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02016011.pdf,Diploma,2025-07-17 11:38:33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2024-25,16,Information Technology,pdf_link,18,DI02016021,DI02016021.pdf,9,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02016021.pdf,Diploma,2025-07-17 11:38:33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2024-25,16,Information Technology,pdf_link,18,DI02C00011,DI02C00011.pdf,10,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02C00011.pdf,Diploma,2025-07-17 11:38:33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2024-25,16,Information Technology,pdf_link,18,DI02C00051,DI02C00051.pdf,11,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02C00051.pdf,Diploma,2025-07-17 11:38:33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2024-25,16,Information Technology,pdf_link,18,DI02C00061,DI02C00061.pdf,12,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02C00061.pdf,Diploma,2025-07-17 11:38:33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2024-25,16,Information Technology,pdf_link,18,DI02C00131,DI02C00131.pdf,13,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02C00131.pdf,Diploma,2025-07-17 11:38:33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2024-25,16,Information Technology,pdf_link,18,DI02C00141,DI02C00141.pdf,14,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02C00141.pdf,Diploma,2025-07-17 11:38:33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2024-25,16,Information Technology,pdf_link,18,DI02C00151,DI02C00151.pdf,15,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02C00151.pdf,Diploma,2025-07-17 11:38:33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2024-25,16,Information Technology,pdf_link,18,DI02C16011,DI02C16011.pdf,16,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02C16011.pdf,Diploma,2025-07-17 11:38:33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2024-25,16,Information Technology,pdf_link,18,DI02C16021,DI02C16021.pdf,17,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02C16021.pdf,Diploma,2025-07-17 11:38:33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,"Elective Subject:
                                                    No",IsPractical :No,,,,,,,,,,,,,,,"IsTheory :
                                                    No",,,"Category :Basic Science CoursesElective Subject:
                                                    NoIsTheory :
                                                    NoTheory Exam Duration :
                                                    2.5 HrsIsPractical :NoPractical Exam Duration :Remark :Isfunctional :YesIsSemipractical :Yes",0,Remark :,"Elective Subject:
                                                    No",IsPractical :No,,,,,,,,,,,,,"IsTheory :
                                                    No",,,"Category :Basic Science CoursesElective Subject:
                                                    NoIsTheory :
                                                    NoTheory Exam Duration :
                                                    2.5 HrsIsPractical :NoPractical Exam Duration :Remark :Isfunctional :YesIsSemipractical :Yes",Remark :,IsSemipractical :Yes,Practical Exam Duration :,Category :Basic Science Courses,"Theory Exam Duration :
                                                    2.5 Hrs",Isfunctional :Yes,IsSemipractical :Yes,1,Practical Exam Duration :,Category :Basic Science Courses,"Theory Exam Duration :
                                                    2.5 Hrs",Isfunctional :Yes,1,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,,,,,,,,,,,,,,,,Category :Basic Science Courses,1,,,,,,,,,,,,,,,,,,,Category :Basic Science Courses,,,,"Elective Subject:
                                                    No",,,,2,,"Elective Subject:
                                                    No",,,1,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,,,,,,,,,,,,,,,,"IsTheory :
                                                    No",2,,,,,,,,,,,,,,,,,,,"IsTheory :
                                                    No",,,,"Theory Exam Duration :
                                                    2.5 Hrs",,,,3,,"Theory Exam Duration :
                                                    2.5 Hrs",,,1,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,,,,,,,,,,,,,,,,IsPractical :No,3,,,,,,,,,,,,,,,,,,,IsPractical :No,,,,Practical Exam Duration :,,,,4,,Practical Exam Duration :,,,1,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,,,,,,,,,,,,,,,,Remark :,4,,,,,,,,,,,,,,,,,,,Remark :,,,,Isfunctional :Yes,,,,5,,Isfunctional :Yes,,,1,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,"IsTheory :
                                                    No",,,,,,,,,,,,,,,"Theory Exam Duration :
                                                    2.5 Hrs",,,5,,,,"IsTheory :
                                                    No",,,,,,,,,,,,,"Theory Exam Duration :
                                                    2.5 Hrs",,,,,,,,,,1,,,,,2,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,IsPractical :No,,,,,,,,,,,,,,,Practical Exam Duration :,,,6,,,,IsPractical :No,,,,,,,,,,,,,Practical Exam Duration :,,,,,,,,,,2,,,,,2,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,Remark :,,,,,,,,,,,,,,,Isfunctional :Yes,,,7,,,,Remark :,,,,,,,,,,,,,Isfunctional :Yes,,,,,,,,,,3,,,,,2,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,"IsTheory :
                                                    No",,,,,,,,,,,,,,,"Theory Exam Duration :
                                                    1.5 Hrs",,,8,,,,"IsTheory :
                                                    No",,,,,,,,,,,,,"Theory Exam Duration :
                                                    1.5 Hrs",,,,,,,,,,1,,,,,3,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,IsPractical :No,,,,,,,,,,,,,,,Practical Exam Duration :,,,9,,,,IsPractical :No,,,,,,,,,,,,,Practical Exam Duration :,,,,,,,,,,2,,,,,3,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,"Remark :
                                                    Only For C to D Students",,,,,,,,,,,,,,,Isfunctional :Yes,,,10,,,,"Remark :
                                                    Only For C to D Students",,,,,,,,,,,,,Isfunctional :Yes,,,,,,,,,,3,,,,,3,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,"IsTheory :
                                                    Yes",,,,,,,,,,,,,,,"Theory Exam Duration :
                                                    2.5 Hrs",,,11,,,,"IsTheory :
                                                    Yes",,,,,,,,,,,,,"Theory Exam Duration :
                                                    2.5 Hrs",,,,,,,,,,1,,,,,4,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,IsPractical :No,,,,,,,,,,,,,,,Practical Exam Duration :,,,12,,,,IsPractical :No,,,,,,,,,,,,,Practical Exam Duration :,,,,,,,,,,2,,,,,4,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,Remark :,,,,,,,,,,,,,,,Isfunctional :Yes,,,13,,,,Remark :,,,,,,,,,,,,,Isfunctional :Yes,,,,,,,,,,3,,,,,4,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,"IsTheory :
                                                    Yes",,,,,,,,,,,,,,"Theory Exam Duration :
                                                    2.5 Hrs",,,14,,,,,"IsTheory :
                                                    Yes",,,,,,,,,,,,"Theory Exam Duration :
                                                    2.5 Hrs",,,,,,,,,,1,,,,,5,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,IsPractical :No,,,,,,,,,,,,,,Practical Exam Duration :,,,15,,,,,IsPractical :No,,,,,,,,,,,,Practical Exam Duration :,,,,,,,,,,2,,,,,5,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,Remark :,,,,,,,,,,,,,,Isfunctional :Yes,,,16,,,,,Remark :,,,,,,,,,,,,Isfunctional :Yes,,,,,,,,,,3,,,,,5,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,,"IsTheory :
                                                    No",,,,,,,,,,,,"Theory Exam Duration :
                                                    0 Hrs",,,17,,,,,,,"IsTheory :
                                                    No",,,,,,,,,,"Theory Exam Duration :
                                                    0 Hrs",,,,,,,,,,1,,,,,6,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,,IsPractical :Yes,,,,,,,,,,,,Practical Exam Duration :,,,18,,,,,,,IsPractical :Yes,,,,,,,,,,Practical Exam Duration :,,,,,,,,,,2,,,,,6,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,,Remark :,,,,,,,,,,,,Isfunctional :Yes,,,19,,,,,,,Remark :,,,,,,,,,,Isfunctional :Yes,,,,,,,,,,3,,,,,6,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,"IsTheory :
                                                    No",,,,,,,,,,,,,,"Theory Exam Duration :
                                                    2.5 Hrs",,20,,,,,,"IsTheory :
                                                    No",,,,,,,,,,,,"Theory Exam Duration :
                                                    2.5 Hrs",,,,,,,,,1,,,,,7,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,IsPractical :No,,,,,,,,,,,,,,Practical Exam Duration :,,21,,,,,,IsPractical :No,,,,,,,,,,,,Practical Exam Duration :,,,,,,,,,2,,,,,7,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,"Remark :
                                                    Humanities and Social Science,including Management Courses (Elective-1)",,,,,,,,,,,,,,Isfunctional :Yes,,22,,,,,,"Remark :
                                                    Humanities and Social Science,including Management Courses (Elective-1)",,,,,,,,,,,,Isfunctional :Yes,,,,,,,,,3,,,,,7,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,"IsTheory :
                                                    No",,,,,,,,,,,,,,"Theory Exam Duration :
                                                    2.5 Hrs",,23,,,,,,"IsTheory :
                                                    No",,,,,,,,,,,,"Theory Exam Duration :
                                                    2.5 Hrs",,,,,,,,,1,,,,,8,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,IsPractical :No,,,,,,,,,,,,,,Practical Exam Duration :,,24,,,,,,IsPractical :No,,,,,,,,,,,,Practical Exam Duration :,,,,,,,,,2,,,,,8,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,"Remark :
                                                    Humanities and Social Science,including Management Courses (Elective-1)",,,,,,,,,,,,,,Isfunctional :Yes,,25,,,,,,"Remark :
                                                    Humanities and Social Science,including Management Courses (Elective-1)",,,,,,,,,,,,Isfunctional :Yes,,,,,,,,,3,,,,,8,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,"IsTheory :
                                                    No",,,,,,,,,,,,,,"Theory Exam Duration :
                                                    2.5 Hrs",,26,,,,,,"IsTheory :
                                                    No",,,,,,,,,,,,"Theory Exam Duration :
                                                    2.5 Hrs",,,,,,,,,1,,,,,9,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,IsPractical :No,,,,,,,,,,,,,,Practical Exam Duration :,,27,,,,,,IsPractical :No,,,,,,,,,,,,Practical Exam Duration :,,,,,,,,,2,,,,,9,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,"Remark :
                                                    Humanities and Social Science,including Management Courses (Elective-1)",,,,,,,,,,,,,,Isfunctional :Yes,,28,,,,,,"Remark :
                                                    Humanities and Social Science,including Management Courses (Elective-1)",,,,,,,,,,,,Isfunctional :Yes,,,,,,,,,3,,,,,9,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,,,,,,,,,,"IsTheory :
                                                    No",,,,"Theory Exam Duration :
                                                    2.5 Hrs",,,29,,,,,,,,,,,,,,,"IsTheory :
                                                    No",,"Theory Exam Duration :
                                                    2.5 Hrs",,,,,,,,,,1,,,,,10,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,,,,,,,,,,IsPractical :No,,,,Practical Exam Duration :,,,30,,,,,,,,,,,,,,,IsPractical :No,,Practical Exam Duration :,,,,,,,,,,2,,,,,10,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,,,,,,,,,,Remark :,,,,Isfunctional :Yes,,,31,,,,,,,,,,,,,,,Remark :,,Isfunctional :Yes,,,,,,,,,,3,,,,,10,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,"IsTheory :
                                                    Yes",,,,,,,,,,,,,,"Theory Exam Duration :
                                                    2.5 Hrs",,,32,,,,,"IsTheory :
                                                    Yes",,,,,,,,,,,,"Theory Exam Duration :
                                                    2.5 Hrs",,,,,,,,,,1,,,,,11,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,IsPractical :No,,,,,,,,,,,,,,Practical Exam Duration :,,,33,,,,,IsPractical :No,,,,,,,,,,,,Practical Exam Duration :,,,,,,,,,,2,,,,,11,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,Remark :,,,,,,,,,,,,,,Isfunctional :Yes,,,34,,,,,Remark :,,,,,,,,,,,,Isfunctional :Yes,,,,,,,,,,3,,,,,11,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,"IsTheory :
                                                    Yes",,,,,,,,,,,,,,,"Theory Exam Duration :
                                                    1.5 Hrs",,,35,,,,"IsTheory :
                                                    Yes",,,,,,,,,,,,,"Theory Exam Duration :
                                                    1.5 Hrs",,,,,,,,,,1,,,,,12,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,IsPractical :No,,,,,,,,,,,,,,,Practical Exam Duration :,,,36,,,,IsPractical :No,,,,,,,,,,,,,Practical Exam Duration :,,,,,,,,,,2,,,,,12,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,"Remark :
                                                    Only For C to D Students",,,,,,,,,,,,,,,Isfunctional :Yes,,,37,,,,"Remark :
                                                    Only For C to D Students",,,,,,,,,,,,,Isfunctional :Yes,,,,,,,,,,3,,,,,12,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,"IsTheory :
                                                    Yes",,,,,,,,,,,,,,"Theory Exam Duration :
                                                    1.5 Hrs",,,38,,,,,"IsTheory :
                                                    Yes",,,,,,,,,,,,"Theory Exam Duration :
                                                    1.5 Hrs",,,,,,,,,,1,,,,,13,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,IsPractical :No,,,,,,,,,,,,,,Practical Exam Duration :,,,39,,,,,IsPractical :No,,,,,,,,,,,,Practical Exam Duration :,,,,,,,,,,2,,,,,13,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,"Remark :
                                                    Only For C to D Students",,,,,,,,,,,,,,Isfunctional :Yes,,,40,,,,,"Remark :
                                                    Only For C to D Students",,,,,,,,,,,,Isfunctional :Yes,,,,,,,,,,3,,,,,13,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,,"IsTheory :
                                                    No",,,,,,,,,,,,"Theory Exam Duration :
                                                    0 Hrs",,,41,,,,,,,"IsTheory :
                                                    No",,,,,,,,,,"Theory Exam Duration :
                                                    0 Hrs",,,,,,,,,,1,,,,,14,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,,IsPractical :Yes,,,,,,,,,,,,Practical Exam Duration :,,,42,,,,,,,IsPractical :Yes,,,,,,,,,,Practical Exam Duration :,,,,,,,,,,2,,,,,14,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,,"Remark :
                                                    Only For C to D Students",,,,,,,,,,,,Isfunctional :Yes,,,43,,,,,,,"Remark :
                                                    Only For C to D Students",,,,,,,,,,Isfunctional :Yes,,,,,,,,,,3,,,,,14,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,"IsTheory :
                                                    No",,,,,,,,,,,,,,"Theory Exam Duration :
                                                    1.5 Hrs",,44,,,,,,"IsTheory :
                                                    No",,,,,,,,,,,,"Theory Exam Duration :
                                                    1.5 Hrs",,,,,,,,,1,,,,,15,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,IsPractical :No,,,,,,,,,,,,,,Practical Exam Duration :,,45,,,,,,IsPractical :No,,,,,,,,,,,,Practical Exam Duration :,,,,,,,,,2,,,,,15,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,"Remark :
                                                    Only For C to D Students (Elective-1)",,,,,,,,,,,,,,Isfunctional :Yes,,46,,,,,,"Remark :
                                                    Only For C to D Students (Elective-1)",,,,,,,,,,,,Isfunctional :Yes,,,,,,,,,3,,,,,15,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,"IsTheory :
                                                    No",,,,,,,,,,,,,,"Theory Exam Duration :
                                                    1.5 Hrs",,47,,,,,,"IsTheory :
                                                    No",,,,,,,,,,,,"Theory Exam Duration :
                                                    1.5 Hrs",,,,,,,,,1,,,,,16,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,IsPractical :No,,,,,,,,,,,,,,Practical Exam Duration :,,48,,,,,,IsPractical :No,,,,,,,,,,,,Practical Exam Duration :,,,,,,,,,2,,,,,16,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,"Remark :
                                                    Only For C to D Students (Elective-1)",,,,,,,,,,,,,,Isfunctional :Yes,,49,,,,,,"Remark :
                                                    Only For C to D Students (Elective-1)",,,,,,,,,,,,Isfunctional :Yes,,,,,,,,,3,,,,,16,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,"IsTheory :
                                                    No",,,,,,,,,,,,,,"Theory Exam Duration :
                                                    1.5 Hrs",,50,,,,,,"IsTheory :
                                                    No",,,,,,,,,,,,"Theory Exam Duration :
                                                    1.5 Hrs",,,,,,,,,1,,,,,17,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,IsPractical :No,,,,,,,,,,,,,,Practical Exam Duration :,,51,,,,,,IsPractical :No,,,,,,,,,,,,Practical Exam Duration :,,,,,,,,,2,,,,,17,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,"Remark :
                                                    Only For C to D Students (Elective-1)",,,,,,,,,,,,,,Isfunctional :Yes,,52,,,,,,"Remark :
                                                    Only For C to D Students (Elective-1)",,,,,,,,,,,,Isfunctional :Yes,,,,,,,,,3,,,,,17,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,,,,,,,,,,"IsTheory :
                                                    No",,,,"Theory Exam Duration :
                                                    1.5 Hrs",,,53,,,,,,,,,,,,,,,"IsTheory :
                                                    No",,"Theory Exam Duration :
                                                    1.5 Hrs",,,,,,,,,,1,,,,,18,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,,,,,,,,,,IsPractical :No,,,,Practical Exam Duration :,,,54,,,,,,,,,,,,,,,IsPractical :No,,Practical Exam Duration :,,,,,,,,,,2,,,,,18,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,,,,,,,,,,,"Remark :
                                                    Only For C to D Students",,,,Isfunctional :Yes,,,55,,,,,,,,,,,,,,,"Remark :
                                                    Only For C to D Students",,Isfunctional :Yes,,,,,,,,,,3,,,,,18,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,"IsTheory :
                                                    Yes",,,,,,,,,,,,,,"Theory Exam Duration :
                                                    1.5 Hrs",,,56,,,,,"IsTheory :
                                                    Yes",,,,,,,,,,,,"Theory Exam Duration :
                                                    1.5 Hrs",,,,,,,,,,1,,,,,19,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,IsPractical :No,,,,,,,,,,,,,,Practical Exam Duration :,,,57,,,,,IsPractical :No,,,,,,,,,,,,Practical Exam Duration :,,,,,,,,,,2,,,,,19,,59
2024-25,16,Information Technology,subject,18,,,,,Diploma,2025-07-17 11:38:33,2,,,,"Remark :
                                                    Only For C to D Students",,,,,,,,,,,,,,Isfunctional :Yes,,,58,,,,,"Remark :
                                                    Only For C to D Students",,,,,,,,,,,,Isfunctional :Yes,,,,,,,,,,3,,,,,19,,59
2024-25,16,Information Technology,pdf_link,6,DI03016011,DI03016011.pdf,0,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI03016011.pdf,Diploma,2025-07-17 11:38:37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
2024-25,16,Information Technology,pdf_link,6,DI03016021,DI03016021.pdf,1,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI03016021.pdf,Diploma,2025-07-17 11:38:37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
2024-25,16,Information Technology,pdf_link,6,DI03016031,DI03016031.pdf,2,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI03016031.pdf,Diploma,2025-07-17 11:38:37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
2024-25,16,Information Technology,pdf_link,6,DI03016041,DI03016041.pdf,3,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI03016041.pdf,Diploma,2025-07-17 11:38:37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
2024-25,16,Information Technology,pdf_link,6,DI03016051,DI03016051.pdf,4,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI03016051.pdf,Diploma,2025-07-17 11:38:37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
2024-25,16,Information Technology,pdf_link,6,DI03016061,DI03016061.pdf,5,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI03016061.pdf,Diploma,2025-07-17 11:38:37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
2024-25,16,Information Technology,subject,6,,,,,Diploma,2025-07-17 11:38:37,3,"Elective Subject:
                                                    No",IsPractical :No,,,,,,,,,,,,,,,"IsTheory :
                                                    No",,,"Category :Engineering Science CoursesElective Subject:
                                                    NoIsTheory :
                                                    NoTheory Exam Duration :
                                                    2.5 HrsIsPractical :NoPractical Exam Duration :Remark :Isfunctional :YesIsSemipractical :Yes",0,Remark :,"Elective Subject:
                                                    No",IsPractical :No,,,,,,,,,,,,,"IsTheory :
                                                    No",,,"Category :Engineering Science CoursesElective Subject:
                                                    NoIsTheory :
                                                    NoTheory Exam Duration :
                                                    2.5 HrsIsPractical :NoPractical Exam Duration :Remark :Isfunctional :YesIsSemipractical :Yes",Remark :,IsSemipractical :Yes,Practical Exam Duration :,Category :Engineering Science Courses,"Theory Exam Duration :
                                                    2.5 Hrs",Isfunctional :Yes,IsSemipractical :Yes,1,Practical Exam Duration :,Category :Engineering Science Courses,"Theory Exam Duration :
                                                    2.5 Hrs",Isfunctional :Yes,1,,23
