Subcode,Branch code,Eff_from,SubjectName,Category,Sem /Year,L.,T.,P.,TW/SL,Total,E,M,I,V,Total.1,gtuSyllabusURL
3361105,11,Sep-12, Embedded System,Elective,6,4,0,2,,6,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3361105.pdf
3361106,11,Sep-12, Multimedia Communication,Elective,6,4,0,2,,6,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3361106.pdf
3361107,11,Sep-12, Industrial Automation,Elective,6,4,0,2,,6,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3361107.pdf
3361108,11,Sep-12, Robotics & Autotronics,Elective,6,4,0,2,,6,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3361108.pdf
3361109,11,Sep-12, Project - ii,Compulsory,6,0,0,6,,6,0,0,100,200,300,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3361109.pdf
361101,11,Aug-11, Mobile Communication,,6,4,0,2,,6,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/361101.pdf
361102,11,Aug-11, VLSI Technology,,6,4,0,4,,8,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/361102.pdf
361103,11,Aug-11, Computer Networks,,6,3,0,2,,5,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/361103.pdf
361104,11,Aug-11, Medical Electronics,,6,3,0,2,,5,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/361104.pdf
361105,11,Aug-11, Object Oriented Programming,,6,3,0,2,,5,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/361105.pdf
361106,11,Aug-11, Mechatronics,,6,3,0,2,,5,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/361106.pdf
361107,11,Aug-11, Consumer Electronics,,6,3,0,2,,5,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/361107.pdf
361108,11,Aug-11, Project,,6,0,0,6,,6,0,0,20,80,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/361108.pdf
4361101,11,Jan-24, Computer Networks & Data Communication,Compulsory,6,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4361101.pdf
4361102,11,Jan-24, VLSI,Compulsory,6,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4361102.pdf
4361103,11,Jan-24, Electronics & Communication Engineering Project-II,Compulsory,6,0,0,2,,1,0,0,25,25,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4361103.pdf
4361104,11,Jan-24, Android App Development,Compulsory,6,0,0,4,,2,0,0,50,50,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4361104.pdf
4361105,11,Jan-24, Robotics & Autotronics,Elective 1 (Any one),6,2,0,2,,3,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4361105.pdf
4361106,11,Jan-24, Renewable Energy & Emerging Trends in Electronics,Elective 1 (Any one),6,2,0,2,,3,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4361106.pdf
DI01000011,16,2024-25, Induction Programme with Essence of Indian Knowledge,Mandatory Non-Credit Courses – Audit Course,1,0,0,0,,0,0,0,0,0,0,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01000011.pdf
DI01000021,16,2024-25, Mathematics-I,Basic Science Courses,1,3,1,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01000021.pdf
DI01000031,16,2024-25, Communication Skills in English,"Humanities and Social Science, including Management Courses",1,2,0,2,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01000031.pdf
DI01000041,16,2024-25, Sports and Yoga,Mandatory Non-Credit Courses – Audit Course,1,0,0,2,,0,0,0,50,0,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01000041.pdf
DI01000071,16,2024-25, Engineering Chemistry,Basic Science Courses,1,3,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01000071.pdf
DI01016011,16,2024-25, Python Programming,Professional Core Courses,1,3,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01016011.pdf
DI01016021,16,2024-25, Introduction to I.T. Systems,Engineering Science Courses,1,2,0,2,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01016021.pdf
DI01016031,16,2024-25, Web Development using PHP,Engineering Science Courses,1,0,1,4,,3,0,0,20,30,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01016031.pdf
DI01C00021,16,2025-26, Mathematics-I,Basic Science Courses,1,3,1,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01C00021.pdf
DI01C00031,16,2025-26, Communication Skills in English,"Humanities and Social Science, including Management Courses",1,2,0,2,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01C00031.pdf
DI01C00041,16,2025-26, Sports and Yoga,Mandatory Non-Credit Courses – Audit Course,1,0,0,2,,0,0,0,50,0,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01C00041.pdf
DI01C00071,16,2025-26, Engineering Chemistry,Basic Science Courses,1,3,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01C00071.pdf
DI01C16011,16,2025-26, Python Programming,Professional Core Courses,1,3,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01C16011.pdf
DI01C16021,16,2025-26, Introduction to I.T. Systems,Engineering Science Courses,1,2,0,2,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01C16021.pdf
DI01C16031,16,2025-26, Web Development using PHP,Engineering Science Courses,1,0,1,4,,3,0,0,20,30,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01C16031.pdf
DI01000061,16,2024-25, Modern Physics,Basic Science Courses,2,3,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01000061.pdf
DI01C00061,16,2025-26, Modern Physics,Basic Science Courses,2,3,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01C00061.pdf
DI02000011,16,2024-25, Applied Mathematics,Basic Science Courses,2,3,1,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02000011.pdf
DI02000051,16,2024-25, Environmental Sustainability,Engineering Science Courses,2,2,0,0,,2,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02000051.pdf
DI02000061,16,2024-25, Indian Constitution,Mandatory Non-Credit Courses – Audit Course,2,2,0,0,,0,0,0,50,0,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02000061.pdf
DI02000131,16,2024-25, Contributor Personality Development,"Humanities and Social Science, including Management Courses",2,2,0,2,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02000131.pdf
DI02000141,16,2024-25, Integrated Personality Development Course,"Humanities and Social Science, including Management Courses",2,2,0,2,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02000141.pdf
DI02000151,16,2024-25, Essence of Indian Knowledge and Tradition,"Humanities and Social Science, including Management Courses",2,3,0,0,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02000151.pdf
DI02016011,16,2024-25, Advanced Python Programming,Professional Core Courses,2,3,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02016011.pdf
DI02016021,16,2024-25, Fundamentals of Software Development,Engineering Science Courses,2,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02016021.pdf
DI02C00011,16,2025-26, Applied Mathematics,Basic Science Courses,2,3,1,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02C00011.pdf
DI02C00051,16,2025-26, Environmental Sustainability,Engineering Science Courses,2,2,0,0,,2,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02C00051.pdf
DI02C00061,16,2025-26, Indian Constitution,Mandatory Non-Credit Courses – Audit Course,2,2,0,0,,0,0,0,50,0,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02C00061.pdf
DI02C00131,16,2025-26, Contributor Personality Development,"Humanities and Social Science, including Management Courses",2,2,0,2,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02C00131.pdf
DI02C00141,16,2025-26, Integrated Personality Development Course,"Humanities and Social Science, including Management Courses",2,2,0,2,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02C00141.pdf
DI02C00151,16,2025-26, Essence of Indian Knowledge and Tradition,"Humanities and Social Science, including Management Courses",2,3,0,0,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02C00151.pdf
DI02C16011,16,2025-26, Advanced Python Programming,Professional Core Courses,2,3,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02C16011.pdf
DI02C16021,16,2025-26, Fundamentals of Software Development,Engineering Science Courses,2,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02C16021.pdf
DI03016011,16,2025-26, Digital Marketing,Engineering Science Courses,3,2,0,2,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI03016011.pdf
DI03016021,16,2025-26, Cryptography and Web Security,Professional Core Courses,3,3,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI03016021.pdf
DI03016031,16,2025-26, Data Structures with Python,Professional Core Courses,3,3,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI03016031.pdf
DI03016041,16,2025-26, Database Management,Professional Core Courses,3,3,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI03016041.pdf
DI03016051,16,2025-26, Object Oriented Programming with JAVA,Professional Core Courses,3,3,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI03016051.pdf
DI03016061,16,2025-26, Operating Systems,Professional Core Courses,3,2,0,2,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI03016061.pdf
310001,16,Aug-11, Advertising And Communication,,1,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310001.pdf
310002,16,Aug-11, Applied Science- I [physics],,1,2,0,0,,2,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310002.pdf
310004,16,Aug-11, Art & Design,,1,2,0,6,,8,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310004.pdf
310006,16,Aug-11, Building Material - I,,1,4,0,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310006.pdf
310007,16,Aug-11, Business Communication I,,1,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310007.pdf
310008,16,Aug-11, Business Mathematics,,1,4,0,2,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310008.pdf
310009,16,Aug-11, Business Organization And Management,,1,4,0,2,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310009.pdf
310010,16,Aug-11, Ceramic Materials,,1,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310010.pdf
310011,16,Aug-11, Clothing Construction - I,,1,1,0,6,,7,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310011.pdf
310012,16,Aug-11, Colour,,1,1,0,6,,7,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310012.pdf
310014,16,Aug-11, Communication Skills - I,,1,4,0,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310014.pdf
310018,16,Aug-11, Computer Applications,,1,0,0,4,,4,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310018.pdf
310019,16,Aug-11, Computer - I,,1,2,0,4,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310019.pdf
310020,16,Aug-11, Cooking Methods,,1,2,0,6,,8,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310020.pdf
310021,16,Aug-11, Drawing & Painting - I,,1,0,0,6,,6,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310021.pdf
310022,16,Aug-11, Drawing Sketching & Painting - I,,1,2,0,8,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310022.pdf
310023,16,Aug-11, Electronic Materials & Components,,1,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310023.pdf
310024,16,Aug-11, Elementary Clothing & Textiles,,1,4,0,4,,8,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310024.pdf
310025,16,Aug-11, Elementary Home Management,,1,4,0,4,,8,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310025.pdf
310026,16,Aug-11, Elements of Textile Processing,,1,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310026.pdf
310027,16,Aug-11, Elements of Textile Technology,,1,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310027.pdf
310029,16,Aug-11, Engineering Drawing,,1,2,0,4,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310029.pdf
310030,16,Aug-11, Engineering Mechanics,,1,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310030.pdf
310031,16,Aug-11, Essentials of Environment and Seismic Engineering,,1,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310031.pdf
310032,16,Aug-11, First Aid & Home Nursing,,1,2,0,2,,4,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310032.pdf
310033,16,Aug-11, Fundamental of Electronics,,1,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310033.pdf
310034,16,Aug-11, Mathematics - I,,1,4,0,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310034.pdf
310035,16,Aug-11, Personality Development & Communication Skills,,1,2,0,2,,4,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310035.pdf
310036,16,Aug-11, Physical Analytical and Inorganic Chemistry,,1,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310036.pdf
310037,16,Aug-11, Principles And Practice of Accounting,,1,4,0,2,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310037.pdf
310038,16,Aug-11, Principles of Economics I,,1,4,0,2,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310038.pdf
310039,16,Aug-11, Textile Science,,1,2,0,2,,4,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310039.pdf
310041,16,Aug-11, Engineering Measurements - I,,1,0,0,2,,2,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310041.pdf
310042,16,Aug-11, Office Automation,,1,0,0,4,,4,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310042.pdf
310043,16,Aug-11, Building Drawing,,1,0,0,6,,3,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310043.pdf
310044,16,Aug-11, Model Making,,1,0,0,4,,2,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310044.pdf
310045,16,Aug-11, Object Drawing,,1,1,0,6,,4,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310045.pdf
310046,16,Aug-11, Sketching And Drawing,,1,1,0,6,,4,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310046.pdf
310047,16,Aug-11, Computer Application - I,,1,1,0,6,,4,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310047.pdf
310048,16,Aug-11, Arts And Crafts,,1,0,0,6,,3,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310048.pdf
310049,16,Aug-11, Workshop,,1,0,0,4,,4,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310049.pdf
320016,16,Aug-11, Programming In C,,1,2,0,4,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320016.pdf
3300001,16,Sep-12, Basic Mathematics,,1,2,2,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3300001.pdf
3300002,16,Sep-12, English,,1,3,2,0,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3300002.pdf
3300003,16,Sep-12, Environment Conservation And Hazard Management,,1,4,0,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3300003.pdf
3310701,16,Sep-12, Computer Programming,,1,3,0,4,,7,70,30,60,40,200,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3310701.pdf
3310702,16,Sep-12, Fundamental Of Digital Electronics,,1,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3310702.pdf
3310703,16,Sep-12, Fundamental Of Computer Application,,1,0,0,4,,4,0,0,60,40,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3310703.pdf
4300001,16,Sep-21, Mathematics,Basic Sciences,1,3,1,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4300001.pdf
4300002,16,Sep-21, Communication Skills in English,Humanities & Social Sciences,1,2,0,2,,3,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4300002.pdf
4300015,16,Sep-21, Sports and Yoga,Audit,1,0,0,2,,0,0,0,50,0,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4300015.pdf
4310002,16,Sep-22, Induction Program,Mandatory,1,0,0,0,,0,0,0,0,0,0,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4310002.pdf
4311601,16,Sep-21, Python Programming,Program Core,1,3,0,4,,5,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4311601.pdf
4311602,16,Sep-21, Introduction to IT Systems,Program Core,1,3,0,4,,5,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4311602.pdf
4311603,16,Sep-21, Static Webpage Design,Program Core,1,0,0,4,,2,0,0,25,25,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4311603.pdf
C300001,16,07/01/13, Basic Mathematics,,1,2,2,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C300001.pdf
C300002,16,07/01/13, English,,1,3,2,0,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C300002.pdf
C300003,16,07/01/13, Environment Conservation & Hazard Management,,1,4,0,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C300003.pdf
C310702,16,07/01/13, Fundamental Of Digital Electronics,,1,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C310702.pdf
C4300001,16,Aug-22, Mathematics,Basic Sciences,1,3,1,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4300001.pdf
C4300002,16,Aug-22, Communication Skills in English,Humanities & Social Sciences,1,2,0,2,,3,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4300002.pdf
C4300015,16,Aug-22, Sports and Yoga,Audit,1,0,0,2,,0,0,0,50,0,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4300015.pdf
C4311601,16,Aug-22, Python Programming,Program Core,1,3,0,4,,5,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4311601.pdf
C4311602,16,Aug-22, Introduction to IT Systems,Program Core,1,3,0,4,,5,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4311602.pdf
C4311603,16,Aug-22, Static Webpage Design,Program Core,1,0,0,4,,2,0,0,25,25,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4311603.pdf
1990001,16,Sep-12, Contributor Personality Development,Elective,2,4,0,0,,4,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/1990001.pdf
1990001,16,Sep-12, Contributor Personality Development,Elective,2,4,0,0,,4,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/1990001.pdf
1990002,16,2021, Integrated Personality Development Course,Elective,2,4,0,0,,4,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/1990002.pdf
1990002,16,2021, Integrated Personality Development Course,Elective,2,4,0,0,,4,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/1990002.pdf
310049,16,Aug-11, Workshop,Compulsory,2,0,0,4,,4,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310049.pdf
320001,16,Aug-11, Mathematics-II,Compulsory,2,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320001.pdf
320002,16,Aug-11, Applied Science - II (CHEMISTRY),Compulsory,2,2,0,0,,2,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320002.pdf
320003,16,Aug-11, Elements of Mechanical Engineering,Compulsory,2,2,0,2,,4,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320003.pdf
320004,16,Aug-11, Fundamentals of Electrical Engineering,Compulsory,2,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320004.pdf
320005,16,Aug-11, Non Conventional Energy Sources,Compulsory,2,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320005.pdf
320006,16,Aug-11, Civil Engg. Drawing,Compulsory,2,2,0,6,,8,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320006.pdf
320007,16,Aug-11, Elements of Civil Engineering,Compulsory,2,2,0,2,,4,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320007.pdf
320008,16,Aug-11, Mechanical Drafting,Compulsory,2,2,0,6,,8,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320008.pdf
320009,16,Aug-11, Electrical Circuit,Compulsory,2,4,0,4,,8,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320009.pdf
320010,16,Aug-11, Theory of Machine & Strength of Material,Compulsory,2,4,0,2,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320010.pdf
320011,16,Aug-11, Organic Chemistry,Compulsory,2,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320011.pdf
320012,16,Aug-11, Chemical Engineering Material,Compulsory,2,2,0,0,,2,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320012.pdf
320013,16,Aug-11, Mechanical Operation (CEO- I),Compulsory,2,3,0,4,,7,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320013.pdf
320014,16,Aug-11, Text Generation - I,Compulsory,2,2,0,2,,4,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320014.pdf
320015,16,Aug-11, Mechanical Structure & Piping Drafting,Compulsory,2,2,0,4,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320015.pdf
320016,16,Aug-11, Programming In C,Compulsory,2,2,0,4,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320016.pdf
320017,16,Aug-11, Electronic Devices And Circuits - I,Compulsory,2,3,0,4,,7,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320017.pdf
320018,16,Aug-11, Ceramic Art,Compulsory,2,1,0,4,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320018.pdf
320019,16,Aug-11, Elements of Electrical & Mechanical For Textile,Compulsory,2,4,0,4,,8,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320019.pdf
320021,16,Aug-11, Fiber Technology,Compulsory,2,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320021.pdf
